Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1055	25	0	2.6375	209.840009	211.088929	209.840009	213.231219	3.39121035	9.48127877	0	2450.27	0	0	3
1060	25	0	2.65	209.79892	211.003121	209.79892	213.038048	3.23912756	9.48127877	0	2451.9	0	0	3
1065	25	0	2.6625	209.758271	210.921127	209.758271	212.856379	3.09810799	9.48127877	0	2453.51	0	0	3
1070	26	0	2.675	209.717925	210.842666	209.717925	212.68311	2.96518496	9.48127877	0	2455.1	0	0	3
1075	26	0	2.6875	209.677905	210.767535	209.677905	212.518891	2.84098644	9.48127877	0	2456.67	0	0	3
1080	26	0	2.7	209.6398	210.695558	209.6398	212.364109	2.72430921	9.48127877	0	2458.22	0	0	3
1085	26	0	2.7125	209.600802	210.626475	209.600802	212.218026	2.61722347	9.48127877	0	2459.75	0	0	3
1090	26	0	2.725	209.556548	210.559939	209.556548	212.079885	2.52333704	9.48127877	0	2461.26	0	0	3
1095	26	0	2.7375	209.508774	210.495661	209.508774	211.94774	2.43896634	9.48127877	0	2462.75	0	0	3
1100	26	0	2.75	209.457147	210.433396	209.457147	211.821955	2.36480798	9.48127877	0	2464.21	0	0	3
1105	26	0	2.7625	209.407644	210.373038	209.407644	211.703118	2.29547432	9.48127877	0	2465.66	0	0	3
1110	27	0	2.775	209.356747	210.314379	209.356747	211.591184	2.23443776	9.48127877	0	2467.1	0	0	3
1115	27	0	2.7875	209.304208	210.257204	209.304208	211.485355	2.18114625	9.48127877	0	2468.51	0	0	3
1120	27	0	2.8	209.24769	210.201263	209.24769	211.38882	2.14113023	9.48127877	0	2469.9	0	0	3
1125	27	0	2.8125	209.191566	210.146331	209.191566	211.296792	2.10522684	9.48127877	0	2471.27	0	0	3
1130	27	0	2.825	209.137621	210.092352	209.137621	211.210167	2.07254636	9.48127877	0	2472.62	0	0	3
1135	27	0	2.8375	209.07009	210.03885	209.07009	211.130468	2.06037758	9.48127877	0	2473.96	0	0	3
1140	27	0	2.85	208.995191	209.985468	208.995191	211.056229	2.06103814	9.48127877	0	2475.28	0	0	3
1145	27	0	2.8625	208.918934	209.932036	208.918934	210.986549	2.06761492	9.48127877	0	2476.58	0	0	3
1150	27	0	2.875	208.837867	209.878319	208.837867	210.922681	2.08481408	9.48127877	0	2477.86	0	0	3
1155	28	0	2.8875	208.757934	209.8242	208.757934	210.857051	2.09911663	9.48127877	0	2479.13	0	0	3
1160	28	0	2.9	208.683368	209.769858	208.683368	210.789557	2.10618927	9.48127877	0	2480.38	0	0	3
1165	28	0	2.9125	208.617801	209.715564	208.617801	210.722228	2.10442647	9.48127877	0	2481.61	0	0	3
1170	28	0	2.925	208.562663	209.661575	208.562663	210.654805	2.09214176	9.48127877	0	2482.84	0	0	3
1175	28	0	2.9375	208.516682	209.608122	208.516682	210.588605	2.07192377	9.48127877	0	2484.07	0	0	3
1180	28	0	2.95	208.477326	209.55534	208.477326	210.524932	2.04760594	9.48127877	0	2485.28	0	0	3
1185	28	0	2.9625	208.442809	209.503287	208.442809	210.464322	2.02151241	9.48127877	0	2486.46	0	0	3
1190	28	0	2.975	208.411348	209.451963	208.411348	210.406688	1.99533929	9.48127877	0	2487.61	0	0	3
1195	28	0	2.9875	208.381727	209.401339	208.381727	210.351619	1.96989229	9.48127877	0	2488.75	0	0	3
1200	29	0	3	208.35353	209.351386	208.35353	210.298422	1.94489263	9.48127877	0	2489.88	0	0	3
1205	29	0	3.0125	208.326617	209.302091	208.326617	210.246803	1.92018612	9.48127877	0	2490.99	0	0	3
1210	29	0	3.025	208.300825	209.253442	208.300825	210.196586	1.89576142	9.48127877	0	2492.08	0	0	3
1215	29	0	3.0375	208.275853	209.205423	208.275853	210.147706	1.87185294	9.48127877	0	2493.15	0	0	3
1220	29	0	3.05	208.251567	209.15802	208.251567	210.100375	1.84880793	9.48127877	0	2494.22	0	0	3
1225	29	0	3.0625	208.227973	209.11121	208.227973	210.05466	1.82668644	9.48127877	0	2495.26	0	0	3
1230	29	0	3.075	208.204998	209.064968	208.204998	210.01014	1.80514257	9.48127877	0	2496.3	0	0	3
1235	29	0	3.0875	208.182536	209.019278	208.182536	209.966537	1.78400095	9.48127877	0	2497.32	0	0	3
